"Dublin Core:Title","Dublin Core:Contributor","File","Dublin Core:Publisher","Dublin Core:Source","item type","collection","Dublin Core:Format","Dublin Core:Date","Dublin Core:Creator","Dublin Core:Coverage","Dublin Core:Description","Tags","Dublin Core:Relation","Dublin Core:Language","Dublin Core:Identifier","Dublin Core:Subject","Dublin Core:Rights"
"Lettre de Jules Mauduit","bidule","lettre.png","Archives Municipales de Nantes",102317,"Still Image","mycollec","Lettre","29/09/1919","Jules Mauduit","Intérieur,","Lettre de Jules Mauduit au Maire de Nantes afin de demander une autorisation d'agrandissement de son établissement rue Arsène-Leloup ","Agrandissement.",,"French",1,"Salon Mauduit","Cc-by"
